__action__;loginEmail;password;title;firstName;lastName;nickName;businessPhone0;mobilePhone0;email0;jobTitle;userInfo1;userInfo2;country;language;timezone;isInitialized;visibility;authenticationType;service0;tags0;tags1;tags2;tags3;tags4;fileSharingCustomisation;userTitleNameCustomisation;tryNewUiCustomisation;softphoneOnlyCustomisation
create;customer1@sutd.edu.sg;P@ssword123;;;;customer1;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer2@sutd.edu.sg;P@ssword123;;;;customer2;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer3@sutd.edu.sg;P@ssword123;;;;customer3;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer4@sutd.edu.sg;P@ssword123;;;;customer4;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer5@sutd.edu.sg;P@ssword123;;;;customer5;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer6@sutd.edu.sg;P@ssword123;;;;customer6;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer7@sutd.edu.sg;P@ssword123;;;;customer7;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer8@sutd.edu.sg;P@ssword123;;;;customer8;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer9@sutd.edu.sg;P@ssword123;;;;customer9;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer10@sutd.edu.sg;P@ssword123;;;;customer10;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer11@sutd.edu.sg;P@ssword123;;;;customer11;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer12@sutd.edu.sg;P@ssword123;;;;customer12;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer13@sutd.edu.sg;P@ssword123;;;;customer13;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer14@sutd.edu.sg;P@ssword123;;;;customer14;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer15@sutd.edu.sg;P@ssword123;;;;customer15;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer16@sutd.edu.sg;P@ssword123;;;;customer16;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer17@sutd.edu.sg;P@ssword123;;;;customer17;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer18@sutd.edu.sg;P@ssword123;;;;customer18;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer19@sutd.edu.sg;P@ssword123;;;;customer19;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer20@sutd.edu.sg;P@ssword123;;;;customer20;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer21@sutd.edu.sg;P@ssword123;;;;customer21;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer22@sutd.edu.sg;P@ssword123;;;;customer22;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer23@sutd.edu.sg;P@ssword123;;;;customer23;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer24@sutd.edu.sg;P@ssword123;;;;customer24;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer25@sutd.edu.sg;P@ssword123;;;;customer25;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer26@sutd.edu.sg;P@ssword123;;;;customer26;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer27@sutd.edu.sg;P@ssword123;;;;customer27;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer28@sutd.edu.sg;P@ssword123;;;;customer28;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer29@sutd.edu.sg;P@ssword123;;;;customer29;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer30@sutd.edu.sg;P@ssword123;;;;customer30;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer31@sutd.edu.sg;P@ssword123;;;;customer31;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer32@sutd.edu.sg;P@ssword123;;;;customer32;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer33@sutd.edu.sg;P@ssword123;;;;customer33;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer34@sutd.edu.sg;P@ssword123;;;;customer34;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer35@sutd.edu.sg;P@ssword123;;;;customer35;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer36@sutd.edu.sg;P@ssword123;;;;customer36;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer37@sutd.edu.sg;P@ssword123;;;;customer37;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer38@sutd.edu.sg;P@ssword123;;;;customer38;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer39@sutd.edu.sg;P@ssword123;;;;customer39;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer40@sutd.edu.sg;P@ssword123;;;;customer40;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer41@sutd.edu.sg;P@ssword123;;;;customer41;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer42@sutd.edu.sg;P@ssword123;;;;customer42;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer43@sutd.edu.sg;P@ssword123;;;;customer43;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer44@sutd.edu.sg;P@ssword123;;;;customer44;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer45@sutd.edu.sg;P@ssword123;;;;customer45;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer46@sutd.edu.sg;P@ssword123;;;;customer46;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer47@sutd.edu.sg;P@ssword123;;;;customer47;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer48@sutd.edu.sg;P@ssword123;;;;customer48;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer49@sutd.edu.sg;P@ssword123;;;;customer49;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer50@sutd.edu.sg;P@ssword123;;;;customer50;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer51@sutd.edu.sg;P@ssword123;;;;customer51;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer52@sutd.edu.sg;P@ssword123;;;;customer52;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer53@sutd.edu.sg;P@ssword123;;;;customer53;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer54@sutd.edu.sg;P@ssword123;;;;customer54;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer55@sutd.edu.sg;P@ssword123;;;;customer55;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer56@sutd.edu.sg;P@ssword123;;;;customer56;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer57@sutd.edu.sg;P@ssword123;;;;customer57;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer58@sutd.edu.sg;P@ssword123;;;;customer58;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer59@sutd.edu.sg;P@ssword123;;;;customer59;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer60@sutd.edu.sg;P@ssword123;;;;customer60;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer61@sutd.edu.sg;P@ssword123;;;;customer61;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer62@sutd.edu.sg;P@ssword123;;;;customer62;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer63@sutd.edu.sg;P@ssword123;;;;customer63;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer64@sutd.edu.sg;P@ssword123;;;;customer64;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer65@sutd.edu.sg;P@ssword123;;;;customer65;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer66@sutd.edu.sg;P@ssword123;;;;customer66;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer67@sutd.edu.sg;P@ssword123;;;;customer67;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer68@sutd.edu.sg;P@ssword123;;;;customer68;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer69@sutd.edu.sg;P@ssword123;;;;customer69;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer70@sutd.edu.sg;P@ssword123;;;;customer70;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer71@sutd.edu.sg;P@ssword123;;;;customer71;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer72@sutd.edu.sg;P@ssword123;;;;customer72;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer73@sutd.edu.sg;P@ssword123;;;;customer73;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer74@sutd.edu.sg;P@ssword123;;;;customer74;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer75@sutd.edu.sg;P@ssword123;;;;customer75;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer76@sutd.edu.sg;P@ssword123;;;;customer76;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer77@sutd.edu.sg;P@ssword123;;;;customer77;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer78@sutd.edu.sg;P@ssword123;;;;customer78;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer79@sutd.edu.sg;P@ssword123;;;;customer79;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer80@sutd.edu.sg;P@ssword123;;;;customer80;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer81@sutd.edu.sg;P@ssword123;;;;customer81;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer82@sutd.edu.sg;P@ssword123;;;;customer82;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer83@sutd.edu.sg;P@ssword123;;;;customer83;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer84@sutd.edu.sg;P@ssword123;;;;customer84;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer85@sutd.edu.sg;P@ssword123;;;;customer85;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer86@sutd.edu.sg;P@ssword123;;;;customer86;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer87@sutd.edu.sg;P@ssword123;;;;customer87;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer88@sutd.edu.sg;P@ssword123;;;;customer88;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer89@sutd.edu.sg;P@ssword123;;;;customer89;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer90@sutd.edu.sg;P@ssword123;;;;customer90;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer91@sutd.edu.sg;P@ssword123;;;;customer91;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer92@sutd.edu.sg;P@ssword123;;;;customer92;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer93@sutd.edu.sg;P@ssword123;;;;customer93;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer94@sutd.edu.sg;P@ssword123;;;;customer94;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer95@sutd.edu.sg;P@ssword123;;;;customer95;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer96@sutd.edu.sg;P@ssword123;;;;customer96;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer97@sutd.edu.sg;P@ssword123;;;;customer97;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer98@sutd.edu.sg;P@ssword123;;;;customer98;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer99@sutd.edu.sg;P@ssword123;;;;customer99;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer100@sutd.edu.sg;P@ssword123;;;;customer100;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer101@sutd.edu.sg;P@ssword123;;;;customer101;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer102@sutd.edu.sg;P@ssword123;;;;customer102;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer103@sutd.edu.sg;P@ssword123;;;;customer103;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer104@sutd.edu.sg;P@ssword123;;;;customer104;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer105@sutd.edu.sg;P@ssword123;;;;customer105;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer106@sutd.edu.sg;P@ssword123;;;;customer106;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer107@sutd.edu.sg;P@ssword123;;;;customer107;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer108@sutd.edu.sg;P@ssword123;;;;customer108;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer109@sutd.edu.sg;P@ssword123;;;;customer109;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer110@sutd.edu.sg;P@ssword123;;;;customer110;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer111@sutd.edu.sg;P@ssword123;;;;customer111;;;;Customer;;;;;;true;;;;;;;;;;;;
create;customer112@sutd.edu.sg;P@ssword123;;;;customer112;;;;Customer;;;;;;true;;;;;;;;;;;;
